experiment,model,model_clean,category,subject,accuracy,f1_macro
exp2_deep_emg_td_seq_tcn_attn_loso,tcn_attn,TCN-Attn,Feature CNN/LSTM,DB2_s28,0.40354090354090355,0.40139813304681304
exp2_deep_emg_td_seq_tcn_attn_loso,tcn_attn,TCN-Attn,Feature CNN/LSTM,DB2_s39,0.31402439024390244,0.3026358584758281
exp2_deep_emg_td_seq_tcn_attn_loso,tcn_attn,TCN-Attn,Feature CNN/LSTM,DB2_s40,0.3429271279853031,0.30451777442060063
exp2_deep_emg_td_seq_tcn_attn_loso,tcn_attn,TCN-Attn,Feature CNN/LSTM,DB2_s12,0.29369797859690844,0.2767597940557701
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s38,0.25015253203172666,0.23027505418672778
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s5,0.35080405002977966,0.3329454458621077
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s30,0.3602183141297756,0.32407099870282136
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s11,0.29642857142857143,0.24575631428539135
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s36,0.3025672371638142,0.27239807559222573
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s1,0.3388822829964328,0.28638437448209786
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s26,0.22953846153846155,0.20912363344248508
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s3,0.24597014925373134,0.19212535794596913
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s29,0.23325213154689403,0.2076034680399424
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s14,0.24717765894236482,0.23284722599994684
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s37,0.1800860479409957,0.1581546166677619
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s4,0.29499404052443384,0.2836041922368405
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s13,0.3194527067221892,0.24856198206055904
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s15,0.2577380952380952,0.2528141543042478
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s2,0.29558998808104886,0.2766209646052221
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s27,0.3337393422655298,0.3029339470418479
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s28,0.31746031746031744,0.28735318797993037
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s39,0.19451219512195123,0.14270053888316764
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s40,0.3000612369871402,0.28348310714086494
exp2_deep_emg_td_seq_tcn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s12,0.2140309155766944,0.21661920448012303
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s38,0.3361805979255644,0.3304621464698955
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s5,0.2465753424657534,0.22078037169701603
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s30,0.45482110369921164,0.4240893633500457
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s11,0.3488095238095238,0.33298174895093213
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s36,0.3380195599022005,0.31661204602298787
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s1,0.361474435196195,0.3208660295435469
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s26,0.29046153846153844,0.28295481099803677
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s3,0.23044776119402985,0.21942256398107504
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s29,0.31912302070645554,0.28218421757437884
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s14,0.3969102792632204,0.3830603248031338
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s37,0.1505838967424708,0.1351575594550129
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s4,0.4201430274135876,0.39787872997454515
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s13,0.3967876264128495,0.3693395845297126
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s15,0.2892857142857143,0.2656496669267302
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s2,0.366507747318236,0.35026188939105274
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s27,0.4397076735688185,0.4126401353578461
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s28,0.3724053724053724,0.3751498627649959
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s39,0.3146341463414634,0.27101900620178565
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s40,0.387630128597673,0.34589871326149885
exp3_deep_powerful_mlp_powerful_loso,mlp_powerful,Mlp Powerful,ML Models,DB2_s12,0.3038049940546968,0.2772766134790506
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s38,0.40329469188529593,0.37047675441255407
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s5,0.35914234663490174,0.3592520750563616
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s30,0.4572468162522741,0.41695305396187543
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s11,0.4976190476190476,0.4834988733559634
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s36,0.4621026894865526,0.4428877806856023
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s1,0.35374554102259215,0.29760775493534125
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s26,0.35384615384615387,0.346687567461266
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s3,0.19044776119402984,0.16723074079750372
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s29,0.24786845310596833,0.21297569449295692
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s14,0.3256090314913844,0.3000613541389045
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s37,0.1290719114935464,0.07254965715203526
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s4,0.40047675804529204,0.3718489613948897
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s13,0.30993456276026177,0.2756766927714764
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s15,0.30654761904761907,0.31330876469505065
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s2,0.37246722288438616,0.32559527114006315
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s27,0.43118148599269185,0.4079693475238325
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s28,0.3968253968253968,0.36647658614970424
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s39,0.38109756097560976,0.3558509489102128
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s40,0.352112676056338,0.31202087487443053
exp4_svm_linear_powerful_loso,svm_linear,SVM-Linear,ML Models,DB2_s12,0.316884661117717,0.30118333283285603
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s38,0.3410616229408176,0.33519694503383946
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s5,0.3019654556283502,0.28775853975558463
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s30,0.4536082474226804,0.4321169249062643
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s11,0.4511904761904762,0.43891795943834017
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s36,0.36674816625916873,0.3706556659795738
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s1,0.3906064209274673,0.34861858530288536
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s26,0.28615384615384615,0.27879991462091214
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s3,0.231044776119403,0.2311953818253592
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s29,0.2965895249695493,0.25736829787864834
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s14,0.3452168746286393,0.3328703873439643
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s37,0.17086662569145666,0.11588448597487108
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s4,0.4058402860548272,0.38993508116547254
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s13,0.3319452706722189,0.3086560321284879
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s15,0.30714285714285716,0.2972639558168139
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s2,0.35816448152562574,0.30655787483971214
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s27,0.4482338611449452,0.4403072480709899
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s28,0.39316239316239315,0.39029489739342355
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s39,0.32439024390243903,0.3082561528994334
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s40,0.38211879975505203,0.3528891600109158
exp4_svm_rbf_powerful_loso,svm_rbf,SVM-RBF,ML Models,DB2_s12,0.3055885850178359,0.2971903905390726
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s38,0.3087248322147651,0.3007098582062218
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s5,0.35020845741512807,0.33633842083844756
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s30,0.4008489993935719,0.3761382306843505
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s11,0.4297619047619048,0.4217876523507843
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s36,0.3899755501222494,0.3840956821886237
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s1,0.2972651605231867,0.26806168079706183
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s26,0.28184615384615386,0.2726248444574797
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s3,0.208955223880597,0.20688743535250248
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s29,0.24908647990255786,0.20452411363111694
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s14,0.3315508021390374,0.32285695728777447
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s37,0.1604179471419791,0.12030679960354444
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s4,0.3420738974970203,0.3265062501125721
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s13,0.32004759071980965,0.2879718376508169
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s15,0.29642857142857143,0.29226114532867264
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s2,0.3635280095351609,0.3283205737006931
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s27,0.3447015834348356,0.34762161507889333
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s28,0.39377289377289376,0.3834599143897752
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s39,0.30609756097560975,0.29287626150583446
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s40,0.33496631965707285,0.3145160805952918
exp4_rf_powerful_loso,rf,Random Forest,ML Models,DB2_s12,0.28834720570749106,0.2770959375786864
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s38,0.35936546674801706,0.3559610690137315
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s5,0.27695056581298394,0.26070310668328767
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s30,0.4523953911461492,0.38714833505171137
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s11,0.3982142857142857,0.37668865531372003
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s36,0.363080684596577,0.35454343992900406
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s1,0.3507728894173603,0.29886440069391923
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s26,0.24,0.24460638031795315
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s3,0.22686567164179106,0.2333928688029891
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s29,0.32521315468940315,0.28000935149211215
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s14,0.34165181224004754,0.32793979939119755
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s37,0.18438844499078058,0.13169579273503368
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s4,0.39690107270560193,0.35592251245673173
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s13,0.388459250446163,0.35988579298323065
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s15,0.28273809523809523,0.2624289695800025
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s2,0.3259833134684148,0.30303124874450454
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s27,0.464068209500609,0.44506797497892503
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s28,0.40415140415140416,0.4030136332726582
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s39,0.33902439024390246,0.32570592582232766
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s40,0.36007348438456827,0.33186057675228486
exp5_hybrid_powerful_deep_loso,hybrid_powerful_deep,Hybrid Powerful Deep,Hybrid,DB2_s12,0.3038049940546968,0.3007220830302621
